CustomerID,CustomerName,Region,Country,City,Segment,PaymentTerms,CreditLimit
CUST0056,Nova Enterprises,UK,England,Leeds,Mid-Market,Net 45,10000
CUST0057,Cedar Solutions,Africa,South Africa,Johannesburg,SME,Net 30,250000
CUST0058,Epsilon Solutions,Europe,Netherlands,Amsterdam,Mid-Market,Net 45,10000
CUST0059,Cedar Industries,Africa,Nigeria,Lagos,Enterprise,Net 15,20000
CUST0060,Cedar Enterprises,Africa,South Africa,Johannesburg,Enterprise,Net 30,50000
CUST0061,Cedar Solutions,Europe,Netherlands,Amsterdam,Enterprise,Net 45,20000
CUST0062,River Partners,UK,England,London,Enterprise,Net 30,250000
CUST0063,Delta Partners,UK,England,Birmingham,SME,Net 60,50000
CUST0064,Epsilon Logistics,Africa,South Africa,Cape Town,SME,Net 45,10000
CUST0065,Xenon Solutions,Africa,Nigeria,Lagos,SME,Net 30,10000
CUST0066,Xenon Holdings,Africa,Nigeria,Lagos,Mid-Market,Net 60,50000
CUST0067,Vertex Group,Africa,Kenya,Nairobi,SME,Net 45,20000
CUST0068,Alpha Trading,UK,England,Manchester,Mid-Market,Net 30,10000
CUST0069,Beta Supplies,Africa,South Africa,Cape Town,Enterprise,Net 30,10000
CUST0070,Vertex Group,Europe,Netherlands,Amsterdam,SME,Net 30,10000
CUST0071,Vertex Group,Europe,France,Paris,Mid-Market,Net 15,5000
CUST0072,Quantum Logistics,Europe,Italy,Rome,SME,Net 45,50000
CUST0073,Orion Holdings,UK,England,Leeds,Enterprise,Net 45,10000
CUST0074,Pioneer Holdings,Europe,Netherlands,Amsterdam,SME,Net 30,10000
CUST0075,River Enterprises,Africa,Kenya,Nairobi,SME,Net 30,5000
CUST0076,Harbor Group,UK,England,Leeds,Mid-Market,Net 45,5000
CUST0077,Vertex Solutions,Europe,Netherlands,Amsterdam,SME,Net 30,50000
CUST0078,Orion Partners,Africa,Nigeria,Lagos,SME,Net 30,10000
CUST0079,Vertex Retailers,UK,England,Birmingham,Mid-Market,Net 45,250000
CUST0080,Orion Logistics,UK,Scotland,Glasgow,SME,Net 30,5000
CUST0081,River Group,Africa,South Africa,Johannesburg,Mid-Market,Net 30,20000
CUST0082,Epsilon Retailers,Africa,South Africa,Cape Town,SME,Net 15,100000
CUST0083,Pioneer Partners,Africa,South Africa,Cape Town,Enterprise,Net 60,100000
CUST0084,Pioneer Enterprises,Europe,Netherlands,Amsterdam,SME,Net 45,5000
CUST0085,Terra Solutions,UK,England,London,Enterprise,Net 45,100000
CUST0086,Cedar Supplies,Europe,France,Paris,Mid-Market,Net 60,50000
CUST0087,Radiant Group,UK,Scotland,Glasgow,Enterprise,Net 15,50000
CUST0088,Xenon Group,UK,England,Leeds,Mid-Market,Net 45,5000
CUST0089,River Enterprises,Europe,Italy,Rome,SME,Net 30,10000
CUST0090,Vertex Industries,Africa,Nigeria,Abuja,SME,Net 45,250000
CUST0091,Pioneer Supplies,Europe,Germany,Berlin,Mid-Market,Net 60,10000
CUST0092,Umbra Trading,UK,England,Birmingham,SME,Net 15,10000
CUST0093,Aspen Trading,UK,Scotland,Glasgow,SME,Net 45,10000
CUST0094,Xenon Holdings,Europe,Netherlands,Amsterdam,Mid-Market,Net 45,50000
CUST0095,Maple Retailers,UK,England,London,Mid-Market,Net 45,20000
CUST0096,Pioneer Holdings,UK,England,Birmingham,Mid-Market,Net 45,5000
CUST0097,Umbra Retailers,Europe,Germany,Berlin,SME,Net 30,100000
CUST0098,Willow Solutions,UK,Scotland,Glasgow,SME,Net 45,10000
CUST0099,Pioneer Group,UK,England,Birmingham,SME,Net 45,20000
CUST0100,Quantum Supplies,Europe,Netherlands,Amsterdam,SME,Net 45,20000
CUST0101,Xenon Trading,Africa,Kenya,Nairobi,SME,Net 30,20000
CUST0102,Delta Logistics,Africa,Kenya,Nairobi,SME,Net 30,50000
CUST0103,Nova Trading,Europe,France,Paris,SME,Net 45,20000
CUST0104,River Solutions,Europe,Netherlands,Amsterdam,SME,Net 30,50000
CUST0105,Harbor Partners,Africa,South Africa,Cape Town,Enterprise,Net 30,5000
CUST0106,Nova Partners,UK,England,Birmingham,SME,Net 45,50000
CUST0107,Alpha Logistics,Europe,Spain,Madrid,Mid-Market,Net 30,20000
CUST0108,Orion Solutions,Africa,Nigeria,Lagos,Mid-Market,Net 45,50000
CUST0109,Umbra Enterprises,UK,England,Manchester,SME,Net 30,20000
CUST0110,Orion Trading,Europe,Germany,Berlin,SME,Net 30,50000
CUST0111,Radiant Group,Africa,South Africa,Cape Town,SME,Net 30,5000
CUST0112,Epsilon Supplies,UK,England,London,SME,Net 60,100000
CUST0113,Radiant Group,Europe,Netherlands,Amsterdam,SME,Net 30,100000
CUST0114,Cedar Group,UK,England,Manchester,Enterprise,Net 30,5000
CUST0115,Quantum Supplies,UK,England,Birmingham,SME,Net 45,5000
CUST0116,Umbra Industries,Africa,Nigeria,Lagos,SME,Net 30,10000
CUST0117,Alpha Partners,Africa,Nigeria,Abuja,SME,Net 15,10000
CUST0118,Orion Holdings,Europe,Italy,Rome,Mid-Market,Net 30,50000
CUST0119,Beta Supplies,UK,England,Birmingham,SME,Net 45,10000
CUST0120,Maple Industries,Africa,Kenya,Nairobi,SME,Net 60,100000
CUST0121,Vertex Supplies,UK,England,Birmingham,Mid-Market,Net 60,100000
CUST0122,Alpha Partners,Europe,Spain,Madrid,Enterprise,Net 30,10000
CUST0123,Radiant Industries,UK,Scotland,Glasgow,Mid-Market,Net 60,20000
CUST0124,Orion Retailers,UK,England,Leeds,SME,Net 30,20000
CUST0125,Willow Supplies,Africa,Kenya,Nairobi,SME,Net 60,250000
CUST0126,Maple Enterprises,UK,Scotland,Glasgow,Enterprise,Net 45,20000
CUST0127,Delta Supplies,Europe,Spain,Madrid,SME,Net 30,50000
CUST0128,Orion Partners,Europe,Netherlands,Amsterdam,SME,Net 45,20000
CUST0129,Aspen Retailers,Africa,South Africa,Johannesburg,SME,Net 45,20000
CUST0130,Aspen Trading,UK,England,Leeds,Enterprise,Net 30,100000
CUST0131,Epsilon Supplies,Africa,Nigeria,Abuja,SME,Net 60,10000
CUST0132,Umbra Solutions,Africa,Kenya,Nairobi,SME,Net 60,100000
CUST0133,Orion Supplies,Europe,Germany,Berlin,SME,Net 45,20000
CUST0134,River Holdings,Africa,South Africa,Cape Town,SME,Net 45,250000
CUST0135,Pioneer Enterprises,Europe,France,Paris,Mid-Market,Net 45,20000
CUST0136,Vertex Supplies,UK,England,Leeds,SME,Net 30,50000
CUST0137,Radiant Trading,Europe,Italy,Rome,Mid-Market,Net 45,250000
CUST0138,Pioneer Trading,Africa,South Africa,Cape Town,Enterprise,Net 45,10000
CUST0139,Xenon Enterprises,Europe,Netherlands,Amsterdam,Mid-Market,Net 30,50000
CUST0140,Quantum Retailers,Africa,Nigeria,Abuja,SME,Net 30,50000
CUST0141,Vertex Trading,Europe,France,Paris,SME,Net 45,100000
CUST0142,Summit Industries,UK,Scotland,Glasgow,Mid-Market,Net 30,50000
CUST0143,Harbor Supplies,Europe,France,Paris,Mid-Market,Net 30,10000
CUST0144,Harbor Trading,Africa,Kenya,Nairobi,SME,Net 45,20000
CUST0145,Nova Holdings,UK,England,Birmingham,Mid-Market,Net 45,50000
CUST0146,Umbra Group,Europe,Italy,Rome,SME,Net 45,100000
CUST0147,River Logistics,Africa,South Africa,Cape Town,SME,Net 30,10000
CUST0148,Umbra Enterprises,Europe,Germany,Berlin,SME,Net 60,50000
CUST0149,Epsilon Supplies,Africa,South Africa,Cape Town,SME,Net 45,50000
CUST0150,Delta Enterprises,Africa,South Africa,Johannesburg,SME,Net 30,50000
CUST0151,Nova Enterprises,UK,England,Manchester,Mid-Market,Net 45,5000
CUST0152,Summit Supplies,UK,Scotland,Glasgow,SME,Net 45,20000
CUST0153,Nova Holdings,Africa,Nigeria,Abuja,SME,Net 30,50000
CUST0154,Pioneer Trading,Africa,South Africa,Cape Town,Enterprise,Net 60,5000
CUST0155,Cedar Partners,Africa,South Africa,Johannesburg,Mid-Market,Net 30,20000
CUST0156,Nova Enterprises,UK,England,Manchester,SME,Net 30,10000
CUST0157,Willow Trading,UK,England,Birmingham,Mid-Market,Net 30,20000
CUST0158,Cedar Trading,UK,Scotland,Glasgow,SME,Net 60,20000
CUST0159,River Holdings,Africa,Nigeria,Abuja,SME,Net 30,50000
CUST0160,Maple Solutions,Europe,Netherlands,Amsterdam,SME,Net 15,100000
CUST0161,Alpha Partners,Europe,Italy,Rome,Mid-Market,Net 30,50000
CUST0162,Vertex Holdings,UK,England,Birmingham,SME,Net 30,250000
CUST0163,Cedar Industries,Africa,South Africa,Cape Town,Mid-Market,Net 60,10000
CUST0164,Quantum Trading,UK,England,Leeds,SME,Net 30,100000
CUST0165,Quantum Industries,Africa,South Africa,Cape Town,SME,Net 45,50000
CUST0166,Umbra Holdings,Africa,Nigeria,Lagos,Enterprise,Net 45,10000
CUST0167,Alpha Enterprises,UK,England,Manchester,Mid-Market,Net 45,250000
CUST0168,Summit Supplies,Europe,Spain,Madrid,Mid-Market,Net 30,50000
CUST0169,Orion Supplies,UK,England,Leeds,SME,Net 30,50000
CUST0170,River Retailers,UK,England,London,SME,Net 30,100000
CUST0171,Maple Logistics,UK,England,Manchester,Enterprise,Net 30,100000
CUST0172,Epsilon Group,UK,Scotland,Glasgow,SME,Net 30,50000
CUST0173,Pioneer Supplies,UK,England,London,Mid-Market,Net 30,20000
CUST0174,Delta Supplies,Africa,Nigeria,Lagos,SME,Net 30,100000
CUST0175,Aspen Logistics,UK,Scotland,Glasgow,Mid-Market,Net 45,20000
CUST0176,Willow Industries,UK,England,Manchester,Enterprise,Net 30,10000
CUST0177,Vertex Enterprises,Africa,Nigeria,Lagos,Mid-Market,Net 30,50000
CUST0178,Willow Trading,Europe,Spain,Madrid,SME,Net 15,50000
CUST0179,Beta Group,Africa,South Africa,Cape Town,SME,Net 15,10000
CUST0180,Orion Trading,Africa,South Africa,Cape Town,Mid-Market,Net 30,50000
CUST0181,Radiant Holdings,Africa,Nigeria,Lagos,SME,Net 60,50000
CUST0182,Cedar Retailers,Africa,South Africa,Johannesburg,Mid-Market,Net 30,5000
CUST0183,Umbra Holdings,Europe,Spain,Madrid,Enterprise,Net 30,10000
CUST0184,Vertex Enterprises,Africa,South Africa,Johannesburg,SME,Net 30,50000
CUST0185,Summit Industries,UK,England,London,Mid-Market,Net 60,5000
CUST0186,Terra Retailers,UK,England,Leeds,Mid-Market,Net 30,20000
CUST0187,Summit Enterprises,Africa,Nigeria,Abuja,Enterprise,Net 30,10000
CUST0188,Radiant Holdings,Europe,Germany,Berlin,SME,Net 60,100000
CUST0189,Umbra Group,UK,England,London,Mid-Market,Net 60,10000
CUST0190,Harbor Supplies,Africa,Nigeria,Lagos,Mid-Market,Net 60,10000
CUST0191,Pioneer Trading,Africa,South Africa,Johannesburg,SME,Net 60,250000
CUST0192,River Partners,Europe,Spain,Madrid,SME,Net 30,50000
CUST0193,Alpha Group,Europe,France,Paris,Mid-Market,Net 45,20000
CUST0194,Orion Trading,Africa,Nigeria,Abuja,SME,Net 60,50000
CUST0195,Orion Partners,UK,England,Manchester,Mid-Market,Net 30,20000
CUST0196,Xenon Supplies,UK,England,Manchester,Enterprise,Net 30,10000
CUST0197,Cedar Group,Africa,South Africa,Johannesburg,SME,Net 15,5000
CUST0198,River Retailers,UK,England,Birmingham,Mid-Market,Net 60,50000
CUST0199,Harbor Retailers,Africa,South Africa,Johannesburg,Enterprise,Net 15,50000
CUST0200,Nova Enterprises,Europe,Spain,Madrid,Mid-Market,Net 30,20000
CUST0201,Beta Supplies,Africa,Nigeria,Lagos,SME,Net 45,10000
CUST0202,Terra Solutions,Africa,South Africa,Johannesburg,SME,Net 30,250000
CUST0203,Vertex Trading,Europe,France,Paris,SME,Net 30,100000
CUST0204,Radiant Enterprises,Africa,Kenya,Nairobi,SME,Net 30,20000
CUST0205,Quantum Logistics,UK,Scotland,Glasgow,Mid-Market,Net 30,10000
CUST0206,Vertex Supplies,UK,England,Manchester,SME,Net 30,250000
CUST0207,Pioneer Retailers,Europe,Netherlands,Amsterdam,Mid-Market,Net 30,10000
CUST0208,Vertex Enterprises,Africa,South Africa,Cape Town,SME,Net 30,50000
CUST0209,Vertex Trading,UK,Scotland,Glasgow,SME,Net 60,20000
CUST0210,Delta Retailers,UK,England,London,Enterprise,Net 30,5000
CUST0211,Harbor Trading,Europe,Germany,Berlin,SME,Net 30,100000
CUST0212,Epsilon Retailers,UK,England,Birmingham,SME,Net 15,10000
CUST0213,Summit Holdings,Africa,Kenya,Nairobi,SME,Net 30,100000
CUST0214,Willow Group,Africa,South Africa,Johannesburg,SME,Net 45,20000
CUST0215,Epsilon Enterprises,Africa,Kenya,Nairobi,Mid-Market,Net 60,20000
CUST0216,Willow Enterprises,Europe,Germany,Berlin,SME,Net 30,5000
CUST0217,Radiant Partners,Europe,Spain,Madrid,Mid-Market,Net 60,10000
CUST0218,Umbra Partners,UK,Scotland,Glasgow,SME,Net 30,20000
CUST0219,Delta Enterprises,UK,England,Manchester,SME,Net 30,5000
CUST0220,Terra Trading,UK,England,London,Enterprise,Net 45,10000
CUST0221,Pioneer Solutions,UK,England,Birmingham,SME,Net 30,20000
CUST0222,Alpha Retailers,UK,England,London,SME,Net 15,10000
CUST0223,Maple Supplies,Europe,Netherlands,Amsterdam,SME,Net 30,20000
CUST0224,River Retailers,UK,England,Birmingham,SME,Net 60,50000
CUST0225,Epsilon Retailers,Africa,Nigeria,Abuja,Enterprise,Net 60,20000
CUST0226,Willow Enterprises,Africa,South Africa,Johannesburg,Mid-Market,Net 30,5000
CUST0227,Vertex Group,Europe,France,Paris,SME,Net 30,20000
CUST0228,Quantum Enterprises,Europe,Germany,Berlin,SME,Net 30,50000
CUST0229,Summit Group,Europe,France,Paris,SME,Net 30,50000
CUST0230,River Holdings,UK,England,London,SME,Net 45,10000
CUST0231,Orion Industries,Europe,France,Paris,SME,Net 15,10000
CUST0232,Vertex Holdings,Europe,Germany,Berlin,SME,Net 30,20000
CUST0233,Harbor Retailers,UK,Scotland,Glasgow,Enterprise,Net 30,5000
CUST0234,River Trading,Africa,Nigeria,Lagos,Enterprise,Net 30,50000
CUST0235,Summit Solutions,Africa,Nigeria,Lagos,SME,Net 30,50000
CUST0236,Delta Holdings,UK,England,London,Mid-Market,Net 60,20000
CUST0237,Willow Partners,UK,Scotland,Glasgow,SME,Net 30,100000
CUST0238,Xenon Holdings,Africa,South Africa,Cape Town,SME,Net 30,100000
CUST0239,Orion Industries,Africa,South Africa,Johannesburg,Mid-Market,Net 30,5000
CUST0240,Summit Logistics,Europe,France,Paris,SME,Net 30,100000
CUST0241,Willow Partners,UK,England,Manchester,Enterprise,Net 45,20000
CUST0242,Umbra Group,Africa,South Africa,Johannesburg,Mid-Market,Net 15,20000
CUST0243,Umbra Solutions,Africa,Nigeria,Lagos,SME,Net 45,20000
CUST0244,Delta Supplies,Africa,Nigeria,Lagos,SME,Net 30,10000
CUST0245,Terra Holdings,UK,England,Leeds,Mid-Market,Net 30,100000
CUST0246,Quantum Solutions,Europe,Netherlands,Amsterdam,SME,Net 30,10000
CUST0247,Pioneer Industries,Europe,Spain,Madrid,SME,Net 30,10000
CUST0248,River Industries,Europe,Spain,Madrid,SME,Net 30,20000
CUST0249,Maple Group,Africa,South Africa,Cape Town,SME,Net 60,10000
CUST0250,Pioneer Retailers,UK,England,Birmingham,SME,Net 30,10000
CUST0251,Orion Logistics,Africa,Kenya,Nairobi,Mid-Market,Net 45,10000
CUST0252,Radiant Holdings,Africa,Nigeria,Abuja,SME,Net 15,20000
CUST0253,Maple Enterprises,Europe,Netherlands,Amsterdam,SME,Net 30,100000
CUST0254,Radiant Logistics,UK,Scotland,Glasgow,SME,Net 15,20000
CUST0255,Summit Industries,Africa,Nigeria,Lagos,Mid-Market,Net 30,20000
CUST0256,Maple Retailers,UK,England,Manchester,Mid-Market,Net 30,250000
CUST0257,Cedar Solutions,Africa,Nigeria,Lagos,SME,Net 60,5000
CUST0258,Willow Group,Africa,Nigeria,Abuja,Mid-Market,Net 45,100000
CUST0259,Radiant Industries,Africa,South Africa,Cape Town,SME,Net 30,100000
CUST0260,Willow Supplies,Africa,Nigeria,Abuja,SME,Net 30,10000
CUST0261,Vertex Group,UK,England,Birmingham,SME,Net 15,20000
CUST0262,Vertex Holdings,UK,England,Birmingham,Mid-Market,Net 30,50000
CUST0263,Quantum Trading,Europe,Netherlands,Amsterdam,Mid-Market,Net 45,20000
CUST0264,Radiant Partners,Africa,South Africa,Johannesburg,SME,Net 30,20000
CUST0265,Willow Solutions,Europe,Netherlands,Amsterdam,SME,Net 30,20000
CUST0266,Orion Supplies,UK,England,Birmingham,SME,Net 45,10000
CUST0267,Terra Supplies,UK,England,London,Enterprise,Net 30,20000
CUST0268,Orion Partners,UK,Scotland,Glasgow,Mid-Market,Net 45,10000
CUST0269,River Logistics,Africa,Kenya,Nairobi,SME,Net 30,5000
CUST0270,Harbor Industries,UK,England,London,SME,Net 30,50000
CUST0271,Orion Group,Africa,Nigeria,Abuja,Enterprise,Net 45,250000
CUST0272,Xenon Trading,Europe,Spain,Madrid,Mid-Market,Net 30,20000
CUST0273,Orion Industries,UK,England,Manchester,SME,Net 30,10000
CUST0274,Orion Group,Europe,Italy,Rome,Mid-Market,Net 30,50000
CUST0275,Epsilon Supplies,Europe,Spain,Madrid,SME,Net 30,20000
CUST0276,Orion Logistics,Africa,Kenya,Nairobi,SME,Net 30,20000
CUST0277,Beta Logistics,UK,England,Birmingham,SME,Net 30,100000
CUST0278,Maple Group,Europe,Spain,Madrid,SME,Net 30,100000
CUST0279,Radiant Logistics,Africa,South Africa,Cape Town,SME,Net 30,250000
CUST0280,Beta Solutions,Africa,South Africa,Cape Town,Enterprise,Net 30,20000
CUST0281,Nova Partners,Africa,South Africa,Johannesburg,Enterprise,Net 30,50000
CUST0282,Delta Partners,Africa,South Africa,Cape Town,SME,Net 30,50000
CUST0283,Vertex Group,UK,England,Leeds,Mid-Market,Net 45,20000
CUST0284,Harbor Enterprises,Africa,South Africa,Cape Town,SME,Net 60,10000
CUST0285,Willow Supplies,Africa,Nigeria,Lagos,SME,Net 30,5000
CUST0286,Aspen Enterprises,Africa,Nigeria,Lagos,SME,Net 60,20000
CUST0287,Radiant Enterprises,UK,England,Leeds,SME,Net 45,20000
CUST0288,Willow Supplies,Africa,Kenya,Nairobi,Enterprise,Net 30,20000
CUST0289,Vertex Partners,Africa,South Africa,Cape Town,SME,Net 30,100000
CUST0290,Umbra Enterprises,UK,England,Birmingham,Mid-Market,Net 45,10000
CUST0291,Alpha Logistics,Europe,Italy,Rome,SME,Net 30,10000
CUST0292,Epsilon Holdings,Europe,Germany,Berlin,SME,Net 15,10000
CUST0293,Terra Group,Africa,South Africa,Cape Town,Mid-Market,Net 45,100000
CUST0294,Quantum Solutions,Europe,Italy,Rome,SME,Net 30,250000
CUST0295,Nova Retailers,Europe,Germany,Berlin,Enterprise,Net 30,10000
CUST0296,Pioneer Partners,Africa,Nigeria,Lagos,Mid-Market,Net 15,20000
CUST0297,Cedar Solutions,Africa,South Africa,Cape Town,SME,Net 45,5000
CUST0298,Harbor Logistics,Africa,South Africa,Cape Town,Mid-Market,Net 30,50000
CUST0299,Delta Industries,Africa,Nigeria,Abuja,SME,Net 30,5000
CUST0300,Pioneer Group,Europe,Italy,Rome,Mid-Market,Net 60,100000
CUST0301,Radiant Supplies,UK,England,Manchester,SME,Net 45,50000
CUST0302,Pioneer Trading,UK,England,Manchester,SME,Net 15,100000
CUST0303,Vertex Industries,Europe,Netherlands,Amsterdam,Mid-Market,Net 45,10000
CUST0304,Aspen Logistics,Africa,Nigeria,Abuja,SME,Net 30,20000
CUST0305,Delta Industries,Europe,Spain,Madrid,SME,Net 30,100000
CUST0306,Quantum Holdings,Europe,Germany,Berlin,SME,Net 60,20000
CUST0307,Umbra Trading,Europe,Italy,Rome,Mid-Market,Net 30,50000
CUST0308,Radiant Trading,Europe,Italy,Rome,Enterprise,Net 15,100000
CUST0309,Nova Trading,UK,Scotland,Glasgow,SME,Net 60,20000
CUST0310,Aspen Group,Europe,Netherlands,Amsterdam,Mid-Market,Net 30,20000
CUST0311,Delta Industries,Europe,Italy,Rome,Mid-Market,Net 30,50000
CUST0312,Radiant Partners,Europe,Germany,Berlin,Mid-Market,Net 30,50000
CUST0313,Beta Retailers,Europe,France,Paris,Mid-Market,Net 45,20000
CUST0314,Aspen Trading,Africa,Nigeria,Abuja,SME,Net 45,100000
CUST0315,Orion Group,Europe,Netherlands,Amsterdam,SME,Net 30,10000
CUST0316,Quantum Trading,Africa,Kenya,Nairobi,Mid-Market,Net 45,100000
CUST0317,Willow Logistics,UK,England,Birmingham,Mid-Market,Net 30,250000
CUST0318,Vertex Holdings,Africa,South Africa,Johannesburg,Mid-Market,Net 30,50000
CUST0319,Delta Holdings,Europe,Spain,Madrid,Mid-Market,Net 45,100000
CUST0320,Quantum Solutions,Africa,South Africa,Johannesburg,SME,Net 30,5000
CUST0321,Pioneer Trading,Africa,South Africa,Johannesburg,Enterprise,Net 30,10000
CUST0322,Vertex Industries,UK,England,Leeds,SME,Net 45,50000
CUST0323,Cedar Trading,UK,England,London,SME,Net 30,100000
CUST0324,Delta Retailers,Europe,Spain,Madrid,Mid-Market,Net 30,250000
CUST0325,Beta Retailers,UK,England,Birmingham,Mid-Market,Net 45,50000
CUST0326,Quantum Holdings,Africa,Kenya,Nairobi,Mid-Market,Net 15,50000
CUST0327,Pioneer Partners,Africa,Nigeria,Abuja,Mid-Market,Net 45,20000
CUST0328,Beta Retailers,Europe,Spain,Madrid,Mid-Market,Net 45,20000
CUST0329,Summit Group,UK,England,Birmingham,SME,Net 30,50000
CUST0330,Summit Partners,Africa,South Africa,Johannesburg,SME,Net 30,250000
CUST0331,Pioneer Industries,Europe,Spain,Madrid,SME,Net 30,5000
CUST0332,Maple Trading,UK,England,Birmingham,SME,Net 15,5000
CUST0333,Cedar Enterprises,Europe,France,Paris,SME,Net 45,50000
CUST0334,Aspen Group,Africa,Kenya,Nairobi,Mid-Market,Net 15,20000
CUST0335,Terra Partners,UK,Scotland,Glasgow,Mid-Market,Net 30,10000
CUST0336,Alpha Industries,UK,Scotland,Glasgow,Mid-Market,Net 45,10000
CUST0337,Beta Holdings,UK,Scotland,Glasgow,Enterprise,Net 30,100000
CUST0338,Willow Holdings,UK,England,Leeds,SME,Net 45,10000
CUST0339,Cedar Group,Africa,Nigeria,Abuja,SME,Net 45,10000
CUST0340,Nova Solutions,Europe,France,Paris,SME,Net 30,20000
CUST0341,Beta Partners,Africa,Kenya,Nairobi,Enterprise,Net 30,100000
CUST0342,Maple Solutions,Europe,Germany,Berlin,SME,Net 30,100000
CUST0343,Radiant Group,Europe,Spain,Madrid,SME,Net 30,50000
CUST0344,Alpha Enterprises,UK,England,Birmingham,SME,Net 30,20000
CUST0345,Harbor Retailers,UK,England,Birmingham,Mid-Market,Net 30,100000
CUST0346,Terra Holdings,UK,England,Birmingham,SME,Net 30,20000
CUST0347,Xenon Retailers,Africa,South Africa,Johannesburg,Mid-Market,Net 30,20000
CUST0348,Umbra Holdings,Africa,South Africa,Cape Town,SME,Net 60,5000
CUST0349,Orion Industries,UK,Scotland,Glasgow,Mid-Market,Net 30,100000
